Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue
LAOIS,KILDARE,13/03/2005,"NFL, DIV 1  SB",LOSS,0,8,8,0,13,13,NULL
LIMERICK,GALWAY,13/03/2005,"NFL, DIV 1  SB",WIN,0,10,10,0,8,8,NULL
OFFALY,MAYO,13/03/2005,"NFL, DIV 1  SA",LOSS,2,11,17,2,12,18,NULL
SLIGO,WEXFORD,13/03/2005,"NFL, DIV 1  SB",WIN,2,13,19,1,15,18,NULL
CARLOW,LEITRIM,13/03/2005,"NFL, DIV 2  SA",WIN,1,15,18,0,6,6,NULL
ANTRIM,CAVAN,13/03/2005,"NFL, DIV 2  SB",LOSS,0,11,11,3,11,20,NULL
FERMANAGH,ROSCOMMON,13/03/2005,"NFL, DIV 2  SA",WIN,4,13,25,1,12,15,NULL
LONDON,MONAGHAN,13/03/2005,"NFL, DIV 2  SA",LOSS,0,5,5,1,21,24,NULL
TIPPERARY,LOUTH,13/03/2005,"NFL, DIV 2  SB",LOSS,1,9,12,1,15,18,NULL
WICKLOW,MEATH,13/03/2005,"NFL, DIV 2  SB",LOSS,2,8,14,2,17,23,NULL
WATERFORD,DERRY,13/03/2005,"NFL, DIV 2  SB",LOSS,1,8,11,0,18,18,NULL
WESTMEATH,KERRY,19/03/2005,"NFL, DIV 1  SA",LOSS,0,7,7,2,11,17,NULL
DONEGAL,DUBLIN,20/03/2005,"NFL, DIV 1  SA",LOSS,0,13,13,1,11,14,NULL
DOWN,WEXFORD,20/03/2005,"NFL, DIV 1  SB",LOSS,1,13,16,2,13,19,NULL
LAOIS,GALWAY,20/03/2005,"NFL, DIV 1  SB",WIN,1,17,20,2,13,19,NULL
LIMERICK,KILDARE,20/03/2005,"NFL, DIV 1  SB",LOSS,0,9,9,1,17,20,NULL
OFFALY,CORK,20/03/2005,"NFL, DIV 1  SA",TIE,1,13,16,2,10,16,NULL
SLIGO,ARMAGH,20/03/2005,"NFL, DIV 1  SB",LOSS,0,8,8,0,16,16,NULL
MAYO,TYRONE,20/03/2005,"NFL, DIV 1  SA",WIN,0,16,16,1,11,14,NULL
ANTRIM,DERRY,20/03/2005,"NFL, DIV 2  SB",LOSS,1,9,12,0,18,18,NULL
CARLOW,CLARE,20/03/2005,"NFL, DIV 2  SA",WIN,0,15,15,1,11,14,NULL
LONDON,FERMANAGH,20/03/2005,"NFL, DIV 2  SA",LOSS,0,5,5,0,14,14,NULL
LEITRIM,LONGFORD,20/03/2005,"NFL, DIV 2  SA",TIE,0,11,11,0,11,11,NULL
MEATH,LOUTH,20/03/2005,"NFL, DIV 2  SB",WIN,1,18,21,0,10,10,NULL
MONAGHAN,ROSCOMMON,20/03/2005,"NFL, DIV 2  SA",WIN,1,19,22,0,13,13,NULL
WICKLOW,TIPPERARY,20/03/2005,"NFL, DIV 2  SB",WIN,0,11,11,1,6,9,NULL
WATERFORD,CAVAN,20/03/2005,"NFL, DIV 2  SB",LOSS,0,8,8,7,15,36,NULL
CORK,DUBLIN,26/03/2005,"NFL, DIV 1  SA",WIN,0,18,18,1,6,9,NULL
ANTRIM,TIPPERARY,26/03/2005,"NFL, DIV 2  SB",WIN,1,18,21,1,7,10,NULL
KILDARE,ARMAGH,27/03/2005,"NFL, DIV 1  SB",LOSS,1,10,13,2,8,14,NULL
OFFALY,DONEGAL,27/03/2005,"NFL, DIV 1  SA",WIN,1,11,14,0,13,13,NULL
LIMERICK,SLIGO,27/03/2005,"NFL, DIV 1  SB",WIN,2,13,19,0,13,13,NULL
LAOIS,DOWN,27/03/2005,"NFL, DIV 1  SB",LOSS,0,10,10,0,12,12,NULL
MAYO,KERRY,27/03/2005,"NFL, DIV 1  SA",LOSS,0,15,15,1,16,19,NULL
WESTMEATH,TYRONE,27/03/2005,"NFL, DIV 1  SA",LOSS,3,8,17,1,24,27,NULL
GALWAY,WEXFORD,27/03/2005,"NFL, DIV 1  SB",WIN,0,15,15,1,7,10,NULL
FERMANAGH,CLARE,27/03/2005,"NFL, DIV 2  SA",WIN,1,17,20,2,8,14,NULL
CAVAN,LOUTH,27/03/2005,"NFL, DIV 2  SB",WIN,0,12,12,1,8,11,NULL
WICKLOW,DERRY,27/03/2005,"NFL, DIV 2  SB",LOSS,1,6,9,2,15,21,NULL
LEITRIM,MONAGHAN,27/03/2005,"NFL, DIV 2  SA",LOSS,0,8,8,2,18,24,NULL
LONDON,CARLOW,27/03/2005,"NFL, DIV 2  SA",LOSS,1,10,13,2,18,24,NULL
WATERFORD,MEATH,27/03/2005,"NFL, DIV 2  SB",LOSS,0,9,9,0,18,18,NULL
ROSCOMMON,LONGFORD,27/03/2005,"NFL, DIV 2  SA",WIN,0,19,19,1,8,11,NULL
LIMERICK,ARMAGH,03/04/2005,"NFL, DIV 1  SB",LOSS,0,9,9,0,10,10,NULL
DONEGAL,CORK,03/04/2005,"NFL, DIV 1  SA",WIN,3,11,20,1,7,10,NULL
DOWN,GALWAY,03/04/2005,"NFL, DIV 1  SB",WIN,2,11,17,0,14,14,NULL
TYRONE,KERRY,03/04/2005,"NFL, DIV 1  SA",LOSS,3,8,17,2,17,23,NULL
SLIGO,KILDARE,03/04/2005,"NFL, DIV 1  SB",LOSS,1,7,10,2,14,20,NULL
WESTMEATH,MAYO,03/04/2005,"NFL, DIV 1  SA",LOSS,1,8,11,3,16,25,NULL
OFFALY,DUBLIN,03/04/2005,"NFL, DIV 1  SA",LOSS,2,6,12,1,13,16,NULL
LAOIS,WEXFORD,03/04/2005,"NFL, DIV 1  SB",LOSS,0,15,15,2,12,18,NULL
CARLOW,FERMANAGH,03/04/2005,"NFL, DIV 2  SA",LOSS,0,9,9,0,14,14,NULL
TIPPERARY,DERRY,03/04/2005,"NFL, DIV 2  SB",LOSS,0,2,2,1,26,29,NULL
LEITRIM,ROSCOMMON,03/04/2005,"NFL, DIV 2  SA",WIN,1,13,16,0,10,10,NULL
LONDON,CLARE,03/04/2005,"NFL, DIV 2  SA",LOSS,0,6,6,1,13,16,NULL
MONAGHAN,LONGFORD,03/04/2005,"NFL, DIV 2  SA",TIE,2,15,21,4,9,21,NULL
MEATH,CAVAN,03/04/2005,"NFL, DIV 2  SB",WIN,0,17,17,0,14,14,NULL
WICKLOW,ANTRIM,03/04/2005,"NFL, DIV 2  SB",LOSS,1,12,15,1,15,18,NULL
WATERFORD,LOUTH,03/04/2005,"NFL, DIV 2  SB",LOSS,1,9,12,1,11,14,NULL
TYRONE,WEXFORD,17/04/2005,"NFL, DIV 1  SEMI-FINAL",LOSS,1,7,10,1,8,11,PORTLAOISE
MAYO,ARMAGH,24/04/2005,"NFL, DIV 1  SEMI-FINAL",LOSS,0,14,14,0,19,19,CROKE PARK
MONAGHAN,DERRY,24/04/2005,"NFL, DIV 2  SEMI-FINAL",WIN,1,13,16,1,11,14,CLONES
FERMANAGH,MEATH,24/04/2005,"NFL, DIV 2  SEMI-FINAL",LOSS,0,15,15,2,14,20,CLONES
ARMAGH,WEXFORD,01/05/2005,"NFL, DIV 1  FINAL",WIN,1,21,24,1,14,17,CROKE PARK
MEATH,MONAGHAN,01/05/2005,"NFL, DIV 2  FINAL",LOSS,3,12,21,3,13,22,CROKE PARK
MAYO,KERRY,04/02/2006,"NFL, DIV 1  SA",WIN,1,15,18,1,14,17,NULL
KILDARE,ARMAGH,05/02/2006,"NFL, DIV 1  SB",WIN,0,12,12,0,10,10,NULL
DERRY,GALWAY,05/02/2006,"NFL, DIV 1  SB",WIN,1,11,14,0,7,7,NULL
MEATH,DOWN,05/02/2006,"NFL, DIV 1  SB",LOSS,1,8,11,0,15,15,NULL
LAOIS,WEXFORD,05/02/2006,"NFL, DIV 1  SB",WIN,1,13,16,0,10,10,NULL
FERMANAGH,MONAGHAN,05/02/2006,"NFL, DIV 1  SA",WIN,2,9,15,0,10,10,NULL
OFFALY,CORK,05/02/2006,"NFL, DIV 1  SA",WIN,0,12,12,1,5,8,NULL
TYRONE,DUBLIN,05/02/2006,"NFL, DIV 1  SA",LOSS,1,6,9,1,9,12,NULL
WICKLOW,ANTRIM,05/02/2006,"NFL, DIV 2  SB",LOSS,3,10,19,2,14,20,NULL
CAVAN,LOUTH,05/02/2006,"NFL, DIV 2  SB",LOSS,0,10,10,2,9,15,NULL
CARLOW,CLARE,05/02/2006,"NFL, DIV 2  SA",LOSS,0,8,8,1,11,14,NULL
LEITRIM,DONEGAL,05/02/2006,"NFL, DIV 2  SA",TIE,1,8,11,0,11,11,NULL
LIMERICK,ROSCOMMON,05/02/2006,"NFL, DIV 2  SA",WIN,0,14,14,0,11,11,NULL
LONDON,LONGFORD,05/02/2006,"NFL, DIV 2  SA",LOSS,1,5,8,1,16,19,NULL
SLIGO,TIPPERARY,05/02/2006,"NFL, DIV 2  SB",LOSS,1,9,12,3,8,17,NULL
WESTMEATH,WATERFORD,05/02/2006,"NFL, DIV 2  SB",WIN,3,23,32,1,7,10,NULL
KERRY,CORK,11/02/2006,"NFL, DIV 1  SA",WIN,0,14,14,0,9,9,NULL
WESTMEATH,TIPPERARY,11/02/2006,"NFL, DIV 2  SB",WIN,0,12,12,0,9,9,NULL
MONAGHAN,DUBLIN,12/02/2006,"NFL, DIV 1  SA",WIN,1,11,14,0,7,7,NULL
FERMANAGH,TYRONE,12/02/2006,"NFL, DIV 1  SA",WIN,0,9,9,0,8,8,NULL
LAOIS,GALWAY,12/02/2006,"NFL, DIV 1  SB",TIE,0,8,8,0,8,8,NULL
KILDARE,DOWN,12/02/2006,"NFL, DIV 1  SB",LOSS,1,13,16,3,8,17,NULL
OFFALY,MAYO,12/02/2006,"NFL, DIV 1  SA",LOSS,0,10,10,1,15,18,NULL
MEATH,ARMAGH,12/02/2006,"NFL, DIV 1  SB",WIN,0,19,19,1,9,12,NULL
DERRY,WEXFORD,12/02/2006,"NFL, DIV 1  SB",WIN,0,13,13,1,5,8,NULL
CARLOW,DONEGAL,12/02/2006,"NFL, DIV 2  SA",LOSS,0,8,8,1,21,24,NULL
LEITRIM,CLARE,12/02/2006,"NFL, DIV 2  SA",WIN,2,7,13,0,6,6,NULL
LIMERICK,LONGFORD,12/02/2006,"NFL, DIV 2  SA",TIE,2,13,19,1,16,19,NULL
ANTRIM,LOUTH,12/02/2006,"NFL, DIV 2  SB",LOSS,0,12,12,2,15,21,NULL
LONDON,ROSCOMMON,12/02/2006,"NFL, DIV 2  SA",LOSS,0,3,3,2,14,20,NULL
WATERFORD,SLIGO,12/02/2006,"NFL, DIV 2  SB",WIN,2,7,13,0,12,12,NULL
WICKLOW,CAVAN,12/02/2006,"NFL, DIV 2  SB",LOSS,1,12,15,1,13,16,NULL
OFFALY,DUBLIN,04/03/2006,"NFL, DIV 1  SA",LOSS,3,2,11,1,10,13,NULL
GALWAY,ARMAGH,05/03/2006,"NFL, DIV 1  SB",LOSS,2,7,13,3,14,23,NULL
KILDARE,DERRY,05/03/2006,"NFL, DIV 1  SB",LOSS,0,9,9,0,11,11,NULL
DOWN,WEXFORD,05/03/2006,"NFL, DIV 1  SB",WIN,3,14,23,3,6,15,NULL
FERMANAGH,KERRY,05/03/2006,"NFL, DIV 1  SA",LOSS,0,13,13,1,17,20,NULL
LAOIS,MEATH,05/03/2006,"NFL, DIV 1  SB",LOSS,0,13,13,1,11,14,NULL
MONAGHAN,MAYO,05/03/2006,"NFL, DIV 1  SA",LOSS,1,11,14,1,16,19,NULL
WATERFORD,ANTRIM,05/03/2006,"NFL, DIV 2  SB",LOSS,0,8,8,2,13,19,NULL
TIPPERARY,CAVAN,05/03/2006,"NFL, DIV 2  SB",LOSS,1,9,12,0,13,13,NULL
LONDON,LEITRIM,05/03/2006,"NFL, DIV 2  SA",LOSS,1,4,7,1,12,15,NULL
CARLOW,LIMERICK,05/03/2006,"NFL, DIV 2  SA",LOSS,2,4,10,2,10,16,NULL
SLIGO,LOUTH,05/03/2006,"NFL, DIV 2  SB",LOSS,2,6,12,0,20,20,NULL
CLARE,ROSCOMMON,05/03/2006,"NFL, DIV 2  SA",LOSS,0,8,8,0,15,15,NULL
WESTMEATH,WICKLOW,05/03/2006,"NFL, DIV 2  SB",WIN,0,15,15,1,9,12,NULL
CORK,DUBLIN,11/03/2006,"NFL, DIV 1  SA",WIN,1,11,14,1,10,13,NULL
DERRY,ARMAGH,12/03/2006,"NFL, DIV 1  SB",WIN,1,14,17,2,7,13,NULL
KILDARE,GALWAY,12/03/2006,"NFL, DIV 1  SB",LOSS,0,8,8,0,9,9,NULL
LAOIS,DOWN,12/03/2006,"NFL, DIV 1  SB",WIN,1,17,20,1,12,15,NULL
FERMANAGH,MAYO,12/03/2006,"NFL, DIV 1  SA",LOSS,1,14,17,0,19,19,NULL
MONAGHAN,KERRY,12/03/2006,"NFL, DIV 1  SA",LOSS,0,13,13,1,11,14,NULL
OFFALY,TYRONE,12/03/2006,"NFL, DIV 1  SA",LOSS,0,12,12,2,15,21,NULL
MEATH,WEXFORD,12/03/2006,"NFL, DIV 1  SB",LOSS,2,11,17,1,15,18,NULL
LEITRIM,LONGFORD,12/03/2006,"NFL, DIV 2  SA",TIE,1,7,10,2,4,10,NULL
LIMERICK,CLARE,12/03/2006,"NFL, DIV 2  SA",WIN,2,12,18,2,9,15,NULL
LONDON,DONEGAL,12/03/2006,"NFL, DIV 2  SA",LOSS,0,4,4,1,21,24,NULL
CARLOW,ROSCOMMON,12/03/2006,"NFL, DIV 2  SA",LOSS,0,10,10,1,14,17,NULL
SLIGO,CAVAN,12/03/2006,"NFL, DIV 2  SB",LOSS,2,9,15,1,15,18,NULL
TIPPERARY,LOUTH,12/03/2006,"NFL, DIV 2  SB",LOSS,0,9,9,0,11,11,NULL
WESTMEATH,ANTRIM,12/03/2006,"NFL, DIV 2  SB",WIN,3,11,20,0,9,9,NULL
WICKLOW,WATERFORD,12/03/2006,"NFL, DIV 2  SB",WIN,3,7,16,0,6,6,NULL
OFFALY,KERRY,18/03/2006,"NFL, DIV 1  SA",LOSS,0,9,9,0,13,13,NULL
DOWN,ARMAGH,19/03/2006,"NFL, DIV 1  SB",LOSS,1,11,14,2,9,15,NULL
FERMANAGH,DUBLIN,19/03/2006,"NFL, DIV 1  SA",WIN,0,9,9,0,8,8,NULL
GALWAY,WEXFORD,19/03/2006,"NFL, DIV 1  SB",WIN,0,18,18,1,9,12,NULL
LAOIS,DERRY,19/03/2006,"NFL, DIV 1  SB",WIN,1,16,19,0,10,10,NULL
MAYO,CORK,19/03/2006,"NFL, DIV 1  SA",WIN,0,12,12,0,7,7,NULL
MEATH,KILDARE,19/03/2006,"NFL, DIV 1  SB",LOSS,1,12,15,1,14,17,NULL
MONAGHAN,TYRONE,19/03/2006,"NFL, DIV 1  SA",LOSS,1,13,16,1,15,18,NULL
CARLOW,LEITRIM,19/03/2006,"NFL, DIV 2  SA",WIN,2,11,17,0,11,11,NULL
ANTRIM,CAVAN,19/03/2006,"NFL, DIV 2  SB",LOSS,2,9,15,0,16,16,NULL
CLARE,DONEGAL,19/03/2006,"NFL, DIV 2  SA",LOSS,0,4,4,0,11,11,NULL
LONDON,LIMERICK,19/03/2006,"NFL, DIV 2  SA",LOSS,1,4,7,3,12,21,NULL
ROSCOMMON,LONGFORD,19/03/2006,"NFL, DIV 2  SA",WIN,3,11,20,2,13,19,NULL
WICKLOW,LOUTH,19/03/2006,"NFL, DIV 2  SB",LOSS,1,12,15,0,18,18,NULL
WESTMEATH,SLIGO,19/03/2006,"NFL, DIV 2  SB",LOSS,0,9,9,1,13,16,NULL
WATERFORD,TIPPERARY,19/03/2006,"NFL, DIV 2  SB",LOSS,1,6,9,1,11,14,NULL
MAYO,DUBLIN,25/03/2006,"NFL, DIV 1  SA",LOSS,1,10,13,4,10,22,NULL
LAOIS,ARMAGH,26/03/2006,"NFL, DIV 1  SB",WIN,1,15,18,2,9,15,NULL
FERMANAGH,CORK,26/03/2006,"NFL, DIV 1  SA",LOSS,0,3,3,0,6,6,NULL
DOWN,DERRY,26/03/2006,"NFL, DIV 1  SB",WIN,0,11,11,0,10,10,NULL
MEATH,GALWAY,26/03/2006,"NFL, DIV 1  SB",LOSS,0,11,11,4,12,24,NULL
KILDARE,WEXFORD,26/03/2006,"NFL, DIV 1  SB",TIE,0,8,8,0,8,8,NULL
OFFALY,MONAGHAN,26/03/2006,"NFL, DIV 1  SA",TIE,1,11,14,1,11,14,NULL
TYRONE,KERRY,26/03/2006,"NFL, DIV 1  SA",WIN,1,14,17,1,12,15,NULL
SLIGO,ANTRIM,26/03/2006,"NFL, DIV 2  SB",WIN,1,13,16,0,15,15,NULL
LIMERICK,DONEGAL,26/03/2006,"NFL, DIV 2  SA",LOSS,0,5,5,1,9,12,NULL
LEITRIM,ROSCOMMON,26/03/2006,"NFL, DIV 2  SA",LOSS,0,6,6,0,7,7,NULL
LONDON,CLARE,26/03/2006,"NFL, DIV 2  SA",LOSS,1,3,6,0,15,15,NULL
CARLOW,LONGFORD,26/03/2006,"NFL, DIV 2  SA",LOSS,2,7,13,0,15,15,NULL
WATERFORD,LOUTH,26/03/2006,"NFL, DIV 2  SB",LOSS,0,5,5,4,11,23,NULL
WESTMEATH,CAVAN,26/03/2006,"NFL, DIV 2  SB",LOSS,0,7,7,0,12,12,NULL
WICKLOW,TIPPERARY,26/03/2006,"NFL, DIV 2  SB",LOSS,0,7,7,1,10,13,NULL
TYRONE,CORK,02/04/2006,"NFL, DIV 1  SA",WIN,0,12,12,0,8,8,NULL
DONEGAL,LONGFORD,04/04/2006,"NFL, DIV 2  SA",WIN,3,16,25,0,9,9,NULL
DOWN,GALWAY,09/04/2006,"NFL, DIV 1  SB",LOSS,0,4,4,1,12,15,NULL
FERMANAGH,OFFALY,09/04/2006,"NFL, DIV 1  SA",LOSS,2,12,18,4,13,25,NULL
KERRY,DUBLIN,09/04/2006,"NFL, DIV 1  SA",TIE,0,13,13,0,13,13,NULL
LAOIS,KILDARE,09/04/2006,"NFL, DIV 1  SB",TIE,0,9,9,0,9,9,NULL
MAYO,TYRONE,09/04/2006,"NFL, DIV 1  SA",TIE,1,8,11,0,11,11,NULL
MEATH,DERRY,09/04/2006,"NFL, DIV 1  SB",WIN,0,10,10,0,8,8,NULL
MONAGHAN,CORK,09/04/2006,"NFL, DIV 1  SA",LOSS,0,8,8,1,9,12,NULL
ARMAGH,WEXFORD,09/04/2006,"NFL, DIV 1  SB",WIN,0,15,15,1,11,14,NULL
LONDON,CARLOW,09/04/2006,"NFL, DIV 2  SA",LOSS,0,6,6,3,14,23,NULL
WATERFORD,CAVAN,09/04/2006,"NFL, DIV 2  SB",WIN,0,14,14,1,9,12,NULL
CLARE,LONGFORD,09/04/2006,"NFL, DIV 2  SA",WIN,1,14,17,3,7,16,NULL
LEITRIM,LIMERICK,09/04/2006,"NFL, DIV 2  SA",LOSS,0,11,11,0,13,13,NULL
WESTMEATH,LOUTH,09/04/2006,"NFL, DIV 2  SB",WIN,2,8,14,1,8,11,NULL
ROSCOMMON,DONEGAL,09/04/2006,"NFL, DIV 2  SA",LOSS,1,9,12,0,14,14,NULL
WICKLOW,SLIGO,09/04/2006,"NFL, DIV 2  SB",LOSS,0,10,10,0,11,11,NULL
ANTRIM,TIPPERARY,09/04/2006,"NFL, DIV 2  SB",LOSS,2,10,16,2,13,19,NULL
LAOIS,KERRY,16/04/2006,"NFL, DIV 1  SEMI-FINAL",LOSS,0,10,10,1,15,18,FITZGERALD STADIUM
MAYO,GALWAY,16/04/2006,"NFL, DIV 1  SEMI-FINAL",LOSS,1,6,9,1,11,14,CASTLEBAR
WESTMEATH,DONEGAL,16/04/2006,"NFL, DIV 2  SEMI-FINAL",LOSS,1,9,12,0,14,14,KINGSPAN BREFFNI PARK
LIMERICK,LOUTH,16/04/2006,"NFL, DIV 2  SEMI-FINAL",LOSS,0,11,11,2,13,19,NEWBRIDGE
GALWAY,KERRY,23/04/2006,"NFL, DIV 1  FINAL",LOSS,0,10,10,2,12,18,THE GAELIC GROUNDS
DONEGAL,LOUTH,23/04/2006,"NFL, DIV 2  FINAL",TIE,0,17,17,3,8,17,KINGSPAN BREFFNI PARK
DONEGAL,LOUTH,30/04/2006,"NFL, DIV 2  FINAL REPLAY",LOSS,1,9,12,1,12,15,UNKNOWN
DONEGAL,CORK,03/02/2007,"NFL, DIV 1  SA",WIN,1,12,15,2,7,13,NULL
TYRONE,DUBLIN,03/02/2007,"NFL, DIV 1  SA",WIN,0,11,11,0,10,10,NULL
MEATH,CAVAN,03/02/2007,"NFL, DIV 2  SB",TIE,2,7,13,0,13,13,NULL
DERRY,GALWAY,04/02/2007,"NFL, DIV 1  SB",WIN,0,12,12,0,7,7,NULL
KILDARE,ARMAGH,04/02/2007,"NFL, DIV 1  SB",WIN,0,12,12,0,10,10,NULL
DOWN,LOUTH,04/02/2007,"NFL, DIV 1  SB",LOSS,1,13,16,2,14,20,NULL
MAYO,KERRY,04/02/2007,"NFL, DIV 1  SA",WIN,1,11,14,0,11,11,NULL
WESTMEATH,LAOIS,04/02/2007,"NFL, DIV 1  SB",WIN,1,11,14,1,9,12,NULL
CARLOW,CLARE,04/02/2007,"NFL, DIV 2  SA",LOSS,1,9,12,0,17,17,NULL
OFFALY,LEITRIM,04/02/2007,"NFL, DIV 2  SA",LOSS,0,11,11,0,12,12,NULL
LONDON,LONGFORD,04/02/2007,"NFL, DIV 2  SA",LOSS,0,8,8,5,19,34,NULL
MONAGHAN,ROSCOMMON,04/02/2007,"NFL, DIV 2  SA",WIN,2,11,17,1,10,13,NULL
SLIGO,TIPPERARY,04/02/2007,"NFL, DIV 2  SB",TIE,0,15,15,1,12,15,NULL
WICKLOW,ANTRIM,04/02/2007,"NFL, DIV 2  SB",WIN,4,9,21,1,10,13,NULL
WATERFORD,WEXFORD,04/02/2007,"NFL, DIV 2  SB",WIN,2,13,19,1,12,15,NULL
KERRY,CORK,10/02/2007,"NFL, DIV 1  SA",WIN,0,11,11,2,2,8,NULL
LIMERICK,DUBLIN,10/02/2007,"NFL, DIV 1  SA",LOSS,1,10,13,0,14,14,NULL
LAOIS,GALWAY,10/02/2007,"NFL, DIV 1  SB",WIN,0,8,8,0,7,7,NULL
FERMANAGH,TYRONE,10/02/2007,"NFL, DIV 1  SA",LOSS,0,8,8,0,14,14,NULL
MEATH,ANTRIM,10/02/2007,"NFL, DIV 2  SB",WIN,2,11,17,1,11,14,NULL
WICKLOW,CAVAN,10/02/2007,"NFL, DIV 2  SB",LOSS,0,10,10,0,17,17,NULL
MONAGHAN,LONGFORD,10/02/2007,"NFL, DIV 2  SA",WIN,1,14,17,3,6,15,NULL
ARMAGH,LOUTH,11/02/2007,"NFL, DIV 1  SB",WIN,1,9,12,0,11,11,NULL
MAYO,DONEGAL,11/02/2007,"NFL, DIV 1  SA",LOSS,1,10,13,1,13,16,NULL
KILDARE,DOWN,11/02/2007,"NFL, DIV 1  SB",TIE,1,11,14,0,14,14,NULL
WESTMEATH,DERRY,11/02/2007,"NFL, DIV 1  SB",WIN,3,10,19,1,9,12,NULL
LEITRIM,CLARE,11/02/2007,"NFL, DIV 2  SA",LOSS,1,9,12,1,14,17,NULL
LONDON,ROSCOMMON,11/02/2007,"NFL, DIV 2  SA",LOSS,0,10,10,1,16,19,NULL
CARLOW,OFFALY,11/02/2007,"NFL, DIV 2  SA",LOSS,1,8,11,3,12,21,NULL
WATERFORD,SLIGO,11/02/2007,"NFL, DIV 2  SB",LOSS,1,8,11,0,14,14,NULL
TIPPERARY,WEXFORD,11/02/2007,"NFL, DIV 2  SB",LOSS,0,7,7,0,16,16,NULL
FERMANAGH,LIMERICK,18/02/2007,"NFL, DIV 1  SA",LOSS,1,8,11,2,10,16,NULL
TYRONE,CORK,24/02/2007,"NFL, DIV 1  SA",LOSS,0,7,7,0,15,15,NULL
DONEGAL,DUBLIN,25/02/2007,"NFL, DIV 1  SA",WIN,0,9,9,0,5,5,NULL
FERMANAGH,KERRY,25/02/2007,"NFL, DIV 1  SA",LOSS,0,8,8,1,12,15,NULL
GALWAY,ARMAGH,25/02/2007,"NFL, DIV 1  SB",WIN,0,10,10,0,8,8,NULL
KILDARE,DERRY,25/02/2007,"NFL, DIV 1  SB",WIN,0,10,10,0,7,7,NULL
LAOIS,LOUTH,25/02/2007,"NFL, DIV 1  SB",TIE,1,13,16,2,10,16,NULL
LIMERICK,MAYO,25/02/2007,"NFL, DIV 1  SA",LOSS,0,7,7,1,10,13,NULL
WESTMEATH,DOWN,25/02/2007,"NFL, DIV 1  SB",WIN,0,9,9,0,7,7,NULL
OFFALY,LONGFORD,25/02/2007,"NFL, DIV 2  SA",TIE,1,14,17,3,8,17,NULL
CARLOW,MONAGHAN,25/02/2007,"NFL, DIV 2  SA",LOSS,0,9,9,1,17,20,NULL
CLARE,ROSCOMMON,25/02/2007,"NFL, DIV 2  SA",LOSS,1,7,10,2,10,16,NULL
SLIGO,MEATH,25/02/2007,"NFL, DIV 2  SB",LOSS,1,10,13,3,12,21,NULL
TIPPERARY,CAVAN,25/02/2007,"NFL, DIV 2  SB",LOSS,0,12,12,1,14,17,NULL
WATERFORD,ANTRIM,25/02/2007,"NFL, DIV 2  SB",LOSS,0,8,8,1,13,16,NULL
WICKLOW,WEXFORD,25/02/2007,"NFL, DIV 2  SB",LOSS,0,6,6,1,6,9,NULL
CORK,DUBLIN,10/03/2007,"NFL, DIV 1  SA",LOSS,0,7,7,1,13,16,NULL
DONEGAL,TYRONE,10/03/2007,"NFL, DIV 1  SA",WIN,2,11,17,1,8,11,NULL
SLIGO,CAVAN,10/03/2007,"NFL, DIV 2  SB",LOSS,0,10,10,1,9,12,NULL
MEATH,TIPPERARY,10/03/2007,"NFL, DIV 2  SB",WIN,1,14,17,2,8,14,NULL
DERRY,ARMAGH,11/03/2007,"NFL, DIV 1  SB",WIN,1,13,16,1,8,11,NULL
LAOIS,DOWN,11/03/2007,"NFL, DIV 1  SB",WIN,1,13,16,0,9,9,NULL
FERMANAGH,MAYO,11/03/2007,"NFL, DIV 1  SA",LOSS,1,7,10,0,12,12,NULL
KILDARE,GALWAY,11/03/2007,"NFL, DIV 1  SB",LOSS,1,6,9,1,8,11,NULL
LIMERICK,KERRY,11/03/2007,"NFL, DIV 1  SA",LOSS,0,10,10,1,10,13,NULL
WESTMEATH,LOUTH,11/03/2007,"NFL, DIV 1  SB",LOSS,0,7,7,1,12,15,NULL
ANTRIM,WEXFORD,11/03/2007,"NFL, DIV 2  SB",LOSS,1,10,13,2,14,20,NULL
CLARE,MONAGHAN,11/03/2007,"NFL, DIV 2  SA",LOSS,0,6,6,0,19,19,NULL
CARLOW,ROSCOMMON,11/03/2007,"NFL, DIV 2  SA",LOSS,1,10,13,2,9,15,NULL
LEITRIM,LONGFORD,11/03/2007,"NFL, DIV 2  SA",LOSS,0,10,10,1,14,17,NULL
LONDON,OFFALY,11/03/2007,"NFL, DIV 2  SA",LOSS,1,9,12,2,17,23,NULL
WICKLOW,WATERFORD,11/03/2007,"NFL, DIV 2  SB",WIN,2,8,14,0,8,8,NULL
FERMANAGH,DUBLIN,24/03/2007,"NFL, DIV 1  SA",LOSS,0,7,7,3,15,24,NULL
MAYO,CORK,24/03/2007,"NFL, DIV 1  SA",WIN,1,12,15,2,8,14,NULL
ANTRIM,CAVAN,24/03/2007,"NFL, DIV 2  SB",LOSS,0,15,15,3,10,19,NULL
DOWN,ARMAGH,25/03/2007,"NFL, DIV 1  SB",LOSS,0,10,10,1,9,12,NULL
DONEGAL,KERRY,25/03/2007,"NFL, DIV 1  SA",WIN,1,15,18,0,13,13,NULL
LAOIS,DERRY,25/03/2007,"NFL, DIV 1  SB",TIE,1,11,14,1,11,14,NULL
